,ANCSTRY1,ANCSTRY2,RLABOR,WWII,WEEK89
2702,50,999,6,1,0
2703,11,920,6,0,0
2704,89,97,1,0,52
2705,32,999,6,0,7
2706,22,87,6,0,0
2707,32,21,1,1,38
2708,22,87,6,0,0
2709,200,999,6,1,0
2710,50,999,6,0,0
2711,22,999,6,0,0
2712,87,999,1,0,52
2713,50,999,1,0,52
2714,87,999,0,0,0
2715,87,999,0,0,0
2716,900,999,6,0,0
2717,900,999,6,0,0
2718,900,999,1,0,52
2719,900,999,1,0,20
2720,900,999,0,0,0
2721,999,999,1,0,26
2722,900,999,6,0,0
2723,900,999,3,0,3
2724,999,999,0,0,0
2725,939,999,6,0,0
2726,900,999,1,0,52
2727,794,999,3,0,32
2728,794,999,0,0,0
2729,794,999,0,0,0
2730,900,999,1,0,52
2731,900,999,1,0,52
2732,900,999,6,0,0
2733,900,999,6,0,0
2734,900,999,1,0,48
2735,900,999,1,0,52
2736,900,999,1,0,52
2737,900,999,0,0,0
2738,900,999,6,0,0
2739,900,999,0,0,0
2740,900,999,1,0,50
2741,900,999,1,0,48
2742,900,999,6,0,48
2743,900,999,0,0,0
2744,900,999,0,0,0
2745,900,999,0,0,0
2746,32,999,1,1,52
2747,939,999,6,0,0
2748,900,999,1,0,52
2749,900,999,3,0,48
2750,900,999,0,0,0
2751,900,999,6,0,0
2752,920,999,6,1,0
2753,939,999,6,0,0
2754,900,999,1,0,52
2755,900,999,1,0,52
2756,900,999,1,0,52
2757,900,999,6,0,0
2758,939,999,1,0,48
2759,939,999,1,0,48
2760,939,999,0,0,0
2761,939,999,0,0,0
2762,900,999,1,0,52
2763,900,999,1,0,52
2764,87,999,6,0,0
2765,32,22,6,0,0
2766,900,999,1,0,52
2767,900,999,1,0,52
2768,50,999,1,0,52
2769,900,999,1,0,52
2770,900,999,1,0,52
2771,900,999,1,0,52
2772,900,999,0,0,0
2773,900,999,0,0,0
2774,900,999,1,0,30
2775,22,999,1,0,52
2776,939,999,6,0,0
2777,939,999,6,0,0
2778,939,999,0,0,0
2779,50,999,1,0,52
2780,920,999,1,0,52
2781,50,920,6,0,0
2782,900,999,1,0,52
2783,900,999,1,0,52
2784,900,999,1,0,45
2785,900,999,1,0,52
2786,900,999,1,0,51
2787,900,999,6,0,0
2788,900,999,1,0,18
2789,900,999,0,0,0
2790,900,999,0,0,0
2791,900,999,6,0,0
2792,993,999,1,0,52
2793,195,999,1,0,52
2794,195,999,0,0,0
2795,32,999,1,0,52
2796,22,32,1,0,29
2797,32,22,1,0,50
2798,900,999,3,0,26
2799,900,999,1,0,36
2800,900,999,6,0,0
2801,939,999,1,0,52
2802,939,999,6,0,0
2803,939,999,1,0,52
2804,939,999,0,0,0
2805,939,999,1,0,40
2806,939,999,1,0,52
2807,87,21,1,0,52
2808,32,50,6,0,0
2809,999,999,0,0,0
2810,900,999,1,0,52
2811,900,999,3,0,52
2812,900,999,0,0,0
2813,900,999,0,0,0
2814,900,999,0,0,0
2815,900,999,0,0,0
2816,900,999,0,0,0
2817,900,999,0,0,0
2818,900,999,1,0,52
2819,900,999,3,0,26
2820,50,999,6,0,0
2821,51,50,6,0,0
2822,50,999,6,0,0
2823,22,999,1,0,52
2824,900,999,1,0,52
2825,900,999,1,0,52
2826,900,999,0,0,0
2827,900,999,0,0,0
2828,900,999,1,0,52
2829,900,999,1,0,40
2830,900,999,1,0,20
2831,900,999,0,0,0
2832,900,999,0,0,0
2833,900,999,0,0,0
2834,900,999,0,0,0
2835,900,999,1,0,52
2836,900,999,1,0,35
2837,900,999,0,0,0
2838,900,999,0,0,0
2839,900,999,1,0,40
2840,900,999,2,0,42
2841,900,999,6,0,0
2842,900,999,0,0,0
2843,900,999,0,0,0
2844,900,999,0,0,0
2845,32,999,1,0,52
2846,900,999,6,1,0
2847,900,999,6,0,12
2848,32,920,1,1,52
2849,920,999,1,0,52
2850,22,50,6,0,0
2851,32,22,6,0,0
2852,32,22,1,0,20
2853,32,50,1,0,52
2854,22,999,6,0,0
2855,32,50,1,0,28
2856,32,50,0,0,0
2857,32,999,1,0,52
2858,32,50,1,0,52
2859,200,999,1,0,42
2860,22,999,1,0,52
2861,22,999,6,0,0
2862,22,999,1,0,52
2863,26,999,1,0,52
2864,22,999,1,0,26
2865,210,999,1,0,52
2866,50,999,1,0,0
2867,50,153,1,0,52
2868,22,999,1,0,52
2869,22,999,1,0,52
2870,22,999,0,0,0
2871,22,999,0,0,0
2872,999,999,1,0,52
2873,303,999,1,0,52
2874,900,999,1,0,52
2875,900,999,6,0,1
2876,900,999,0,0,0
2877,999,999,0,0,0
2878,999,999,0,0,0
2879,32,84,1,0,52
2880,50,920,3,0,21
2881,84,32,0,0,0
2882,32,50,1,0,48
2883,32,51,1,0,48
2884,87,32,1,0,52
2885,87,22,1,0,37
2886,87,32,0,0,0
2887,32,999,2,0,24
2888,142,32,1,0,52
2889,32,920,6,0,0
2890,142,32,0,0,0
2891,22,50,1,0,52
2892,26,999,1,0,46
2893,900,999,6,0,0
2894,900,999,6,0,0
2895,900,999,6,0,0
2896,22,999,1,0,52
2897,32,50,6,1,0
2898,22,999,1,0,52
2899,26,22,6,0,0
2900,88,22,6,0,0
2901,939,999,6,0,0
2902,900,999,1,0,52
2903,900,999,1,0,20
2904,900,999,1,0,52
2905,900,999,1,0,52
2906,900,999,1,0,20
2907,900,999,3,0,0
2908,900,22,1,0,52
2909,900,999,1,0,52
2910,999,999,6,0,0
2911,900,999,0,0,0
2912,900,999,1,0,52
2913,900,999,0,0,0
2914,22,999,6,1,47
2915,900,999,6,0,0
2916,900,999,1,0,52
2917,900,999,6,0,0
2918,900,999,0,0,0
2919,999,999,0,0,0
2920,900,999,1,0,40
2921,900,999,1,0,26
2922,900,999,1,0,52
2923,900,999,0,0,0
2924,87,999,6,0,0
2925,940,999,1,0,44
2926,920,999,0,0,0
2927,22,999,6,0,0
2928,26,999,6,0,0
2929,32,999,1,0,52
2930,50,999,6,0,0
2931,22,50,6,1,0
2932,900,999,1,0,52
2933,900,999,6,0,46
2934,900,999,6,0,8
2935,900,999,0,0,0
2936,87,999,1,0,52
2937,999,999,1,0,28
2938,50,999,1,0,45
2939,32,999,1,0,52
2940,51,999,1,0,50
2941,999,999,1,0,45
2942,999,999,6,0,0
2943,999,999,6,0,0
2944,32,999,6,0,40
2945,50,999,6,0,10
2946,50,999,6,0,0
2947,32,999,1,0,52
2948,32,50,0,0,0
2949,32,50,0,0,0
2950,32,50,0,0,0
2951,900,999,6,0,0
2952,900,999,0,0,0
2953,900,999,0,0,0
2954,900,999,0,0,0
2955,999,999,1,0,52
2956,939,999,1,0,47
2957,939,999,0,0,0
2958,939,999,0,0,0
2959,939,999,6,0,0
2960,50,920,6,0,0
2961,924,999,1,0,20
2962,924,999,1,0,2
2963,924,999,0,0,0
2964,50,999,1,0,52
2965,50,51,6,0,0
2966,939,999,6,0,24
2967,999,999,6,0,0
2968,999,999,1,0,20
2969,50,999,1,0,52
2970,22,999,1,0,50
2971,22,88,6,0,0
2972,32,21,1,0,52
2973,22,920,6,0,10
2974,999,999,1,0,52
2975,999,999,6,0,1
2976,999,999,0,0,0
2977,32,26,6,1,9
2978,939,999,6,0,0
2979,22,999,1,0,52
2980,22,999,1,0,52
2981,87,999,6,1,19
2982,32,22,6,0,0
2983,939,999,6,0,52
2984,920,999,1,0,52
2985,22,999,1,0,52
2986,142,920,1,0,52
2987,32,51,1,0,52
2988,142,935,6,0,20
2989,142,51,0,0,0
2990,999,999,0,0,0
2991,50,999,1,0,52
2992,50,999,0,0,0
2993,50,999,1,0,0
2994,32,999,1,0,48
2995,32,999,6,0,28
2996,32,999,0,0,0
2997,32,22,1,0,47
2998,22,999,1,0,39
2999,22,999,1,0,52
3000,22,21,1,0,40
3001,22,21,0,0,0
3002,22,21,0,0,0
3003,50,999,1,0,52
3004,32,999,1,0,52
3005,939,999,1,0,52
3006,939,999,1,0,52
3007,939,999,1,0,52
3008,999,999,1,0,52
3009,999,999,1,0,42
3010,999,999,3,0,0
3011,999,999,0,0,0
3012,999,999,6,1,0
3013,32,999,6,0,0
3014,32,999,1,0,52
3015,51,999,1,0,52
3016,51,999,0,0,0
3017,51,999,0,0,0
3018,32,50,1,0,52
3019,153,999,1,0,52
3020,999,999,1,0,52
3021,999,999,1,0,52
3022,999,999,1,0,52
3023,939,999,6,0,0
3024,88,999,1,0,52
3025,22,50,6,1,0
3026,87,22,6,0,0
3027,22,87,3,0,36
3028,939,999,6,0,0
3029,999,999,1,0,52
3030,939,999,6,0,0
3031,939,999,1,0,52
3032,939,999,0,0,0
3033,50,920,1,0,52
3034,32,50,6,0,0
3035,50,920,0,0,0
3036,50,920,0,0,0
3037,50,920,0,0,0
3038,939,999,6,1,0
3039,939,999,6,0,52
3040,920,50,1,0,52
3041,50,920,0,0,0
3042,900,999,1,0,52
3043,50,999,6,0,0
3044,996,999,1,0,52
3045,32,11,1,0,52
3046,87,999,2,0,52
3047,900,999,1,0,14
3048,900,999,1,0,48
3049,900,999,6,0,0
3050,900,999,0,0,0
3051,900,999,0,0,0
3052,900,999,0,0,0
3053,900,999,6,0,0
3054,900,999,1,0,23
3055,900,999,1,0,0
3056,900,999,1,0,52
3057,900,999,6,0,0
3058,900,999,6,0,0
3059,900,999,6,0,0
3060,999,999,3,0,0
3061,900,999,1,0,40
3062,900,999,3,0,45
3063,900,999,0,0,0
3064,900,999,0,0,0
3065,900,999,6,0,0
3066,900,999,1,0,12
3067,999,999,1,0,52
3068,999,999,1,0,52
3069,900,999,6,0,0
3070,900,999,6,0,0
3071,900,999,6,0,2
3072,900,999,1,0,0
3073,939,999,1,0,52
3074,939,999,1,0,52
3075,939,999,0,0,0
3076,939,999,1,0,30
3077,939,999,1,0,40
3078,939,999,0,0,0
3079,999,999,6,1,13
3080,999,999,6,0,0
3081,999,999,6,0,0
3082,999,999,6,0,0
3083,999,999,6,0,0
3084,999,999,6,0,0
3085,999,999,0,0,0
3086,999,999,0,0,0
3087,21,50,1,0,52
3088,50,32,1,0,52
3089,87,999,1,0,52
3090,999,999,1,0,52
3091,999,999,1,0,52
3092,22,920,1,0,52
3093,21,999,1,0,36
3094,21,999,3,0,52
3095,50,999,1,0,52
3096,553,999,1,0,49
3097,553,999,1,0,25
3098,553,999,0,0,0
3099,939,999,1,0,49
3100,900,999,1,0,50
3101,900,999,1,0,52
3102,32,50,1,0,52
3103,97,999,1,0,52
3104,32,999,1,0,52
3105,939,999,1,0,48
3106,939,999,0,0,0
3107,900,999,1,0,52
3108,900,999,6,0,0
3109,900,999,6,0,0
3110,900,999,1,0,52
3111,900,999,1,0,52
3112,900,999,1,0,52
3113,900,999,6,0,0
3114,32,999,6,1,0
3115,26,22,6,0,0
3116,22,32,1,0,52
3117,811,999,1,0,52
3118,32,999,1,0,45
3119,32,811,0,0,0
3120,21,50,1,0,52
3121,21,50,1,0,0
3122,21,50,0,0,0
3123,900,999,1,0,52
3124,900,999,1,0,52
3125,900,999,0,0,0
3126,900,999,0,0,0
3127,900,999,0,0,0
3128,900,999,0,0,0
3129,900,999,0,0,0
3130,939,999,6,1,0
3131,939,999,6,0,0
3132,87,22,6,0,0
3133,87,22,6,0,0
3134,32,22,1,0,52
3135,920,22,1,0,26
3136,939,999,6,0,0
3137,939,999,1,0,52
3138,999,999,1,0,52
3139,999,999,1,0,40
3140,32,50,1,0,52
3141,920,50,6,0,0
3142,50,920,6,0,0
3143,50,32,0,0,0
3144,87,999,6,1,0
3145,51,999,6,0,0
3146,32,50,1,0,48
3147,32,22,1,0,34
3148,32,50,1,0,52
3149,22,50,1,0,52
3150,195,999,6,0,0
3151,999,999,0,0,0
3152,999,999,0,0,0
3153,87,999,6,0,20
3154,999,999,6,0,0
3155,32,21,1,0,48
3156,999,999,6,0,12
3157,999,999,6,0,0
3158,999,999,6,0,0
3159,999,999,1,0,52
3160,900,999,1,0,52
3161,900,999,1,0,52
3162,920,999,1,0,52
3163,920,999,1,0,25
3164,939,999,1,0,48
3165,11,999,1,0,50
3166,924,999,1,0,52
3167,924,999,1,0,52
3168,924,999,0,0,0
3169,924,999,0,0,0
3170,924,999,0,0,0
3171,32,50,6,0,0
3172,32,50,6,0,0
3173,22,999,1,1,52
3174,142,32,6,0,0
3175,900,999,1,0,52
3176,900,999,1,0,52
3177,900,999,1,0,52
3178,939,999,6,0,0
3179,939,999,1,0,52
3180,939,999,6,0,40
3181,939,999,0,0,0
3182,939,999,0,0,0
3183,32,999,6,0,0
3184,939,999,1,0,28
3185,939,999,6,0,12
3186,87,999,2,0,52
3187,22,999,1,0,52
3188,22,999,1,0,52
3189,939,999,6,1,0
3190,939,999,6,0,0
3191,50,26,1,0,52
3192,26,51,0,0,0
3193,50,999,6,0,0
3194,114,999,1,1,20
3195,22,98,1,0,52
3196,999,999,1,0,12
3197,999,999,6,0,12
3198,999,999,6,0,40
3199,999,999,1,0,12
3200,750,999,6,0,0
3201,750,999,6,0,0
3202,750,999,0,0,0
3203,421,999,6,0,0
3204,421,999,6,0,0
3205,50,22,1,0,52
3206,50,920,6,0,0
3207,900,999,6,0,25
3208,900,999,0,0,0
3209,900,999,0,0,0
3210,900,999,0,0,0
3211,900,999,0,0,0
3212,22,999,1,0,38
3213,22,50,1,0,52
3214,22,999,6,0,0
3215,999,999,6,0,0
3216,87,999,1,0,52
3217,26,50,1,0,20
3218,87,26,0,0,0
3219,87,26,0,0,0
3220,87,26,0,0,0
3221,22,87,1,0,52
3222,32,999,1,0,52
3223,32,999,6,0,52
3224,22,999,6,1,50
3225,999,999,1,0,52
3226,32,50,1,0,52
3227,32,999,0,0,0
3228,50,920,1,0,50
3229,920,999,1,0,52
3230,50,920,0,0,0
3231,999,999,1,0,52
3232,999,999,1,0,52
3233,32,32,6,0,0
3234,148,999,1,0,52
3235,148,999,1,0,52
3236,32,999,6,0,0
3237,26,50,1,0,52
3238,22,88,6,1,0
3239,32,22,6,0,0
3240,87,999,6,0,0
3241,87,999,6,0,0
3242,87,999,1,0,12
3243,939,999,1,0,52
3244,939,999,1,0,52
3245,939,999,0,0,0
3246,939,999,0,0,0
3247,22,87,1,1,52
3248,920,50,6,0,0
3249,920,50,1,0,52
3250,22,999,1,0,52
3251,32,87,6,0,0
3252,22,32,0,0,0
3253,32,22,0,0,0
3254,91,22,1,0,52
3255,32,22,1,0,52
3256,22,26,1,0,52
3257,87,999,6,1,0
3258,87,999,6,0,35
3259,87,32,1,0,52
3260,32,87,6,0,0
3261,32,87,0,0,0
3262,939,999,6,0,0
3263,939,999,6,0,0
3264,87,22,6,1,0
3265,999,999,6,0,0
3266,999,999,1,0,50
3267,999,999,1,0,50
3268,50,920,1,0,40
3269,50,999,6,0,0
3270,50,999,1,0,46
3271,87,22,6,1,0
3272,50,22,6,0,0
3273,97,32,1,0,52
3274,50,97,1,0,22
3275,22,999,6,0,0
3276,87,999,1,0,50
3277,22,920,1,0,26
3278,87,22,6,0,0
3279,87,22,0,0,0
3280,87,22,0,0,0
3281,87,22,0,0,0
3282,87,22,0,0,0
3283,87,22,0,0,0
3284,87,22,0,0,0
3285,87,22,0,0,0
3286,22,999,6,1,0
3287,87,999,6,0,0
3288,82,89,1,0,52
3289,999,999,6,0,0
3290,999,999,0,0,0
3291,22,999,1,0,52
3292,22,999,1,0,38
3293,939,999,1,0,50
3294,939,999,6,0,0
3295,939,999,6,0,8
3296,939,999,6,0,32
3297,22,20,1,0,52
3298,87,999,6,0,0
3299,22,20,1,0,52
3300,82,999,6,0,8
3301,939,999,1,0,0
3302,87,999,1,0,52
3303,87,32,6,0,0
3304,615,999,1,0,52
3305,615,999,1,0,52
3306,615,999,0,0,0
3307,615,999,0,0,0
3308,615,999,6,0,6
3309,999,999,6,0,25
3310,51,26,1,0,50
3311,425,999,1,0,36
3312,51,26,0,0,0
3313,51,26,0,0,0
3314,22,50,1,0,52
3315,26,22,1,0,48
3316,22,50,1,0,52
3317,88,999,1,0,52
3318,50,920,1,0,52
3319,88,920,2,0,2
3320,22,32,1,0,52
3321,22,32,6,0,20
3322,939,999,6,0,9
3323,939,999,0,0,0
3324,22,999,6,0,30
3325,32,82,6,0,0
3326,32,999,6,0,0
3327,87,999,6,0,0
3328,800,999,1,0,52
3329,939,999,6,0,0
3330,88,999,1,1,52
3331,22,999,6,0,0
3332,32,999,1,0,52
3333,32,999,6,0,35
3334,32,999,1,0,22
3335,88,22,1,0,52
3336,706,999,6,0,0
3337,999,999,0,0,0
3338,999,999,6,0,0
3339,999,999,3,0,0
3340,50,999,1,0,52
3341,51,999,6,0,0
3342,50,51,6,0,0
3343,50,51,6,0,20
3344,939,999,6,1,0
3345,939,999,6,0,0
3346,939,999,3,0,40
3347,22,50,6,0,0
3348,22,32,6,0,0
3349,32,50,1,0,52
3350,939,999,1,0,39
3351,939,999,0,0,0
3352,999,999,1,0,52
3353,88,999,1,0,52
3354,50,999,1,0,52
3355,142,20,4,0,52
3356,142,20,3,0,0
3357,615,999,1,0,50
3358,50,999,1,0,30
3359,22,999,6,1,0
3360,32,999,1,0,52
3361,87,999,3,0,38
3362,88,999,1,0,0
3363,50,999,1,0,50
3364,87,999,0,0,0
3365,50,32,1,1,0
3366,22,999,6,0,0
3367,50,999,3,0,32
3368,939,999,6,1,0
3369,900,999,1,0,36
3370,900,999,6,0,0
3371,900,999,6,0,0
3372,900,999,0,0,0
3373,900,999,0,0,0
3374,900,999,0,0,0
3375,940,999,6,0,6
3376,940,999,0,0,0
3377,940,999,0,0,0
3378,920,999,6,0,0
3379,50,999,6,0,0
3380,50,999,6,0,0
3381,22,999,1,0,51
3382,22,999,6,0,0
3383,939,999,0,0,0
3384,939,999,0,0,0
3385,999,999,0,0,0
3386,939,999,0,0,0
3387,900,999,2,0,52
3388,900,999,3,0,0
3389,900,999,3,0,0
3390,900,999,1,0,52
3391,939,999,6,0,0
3392,939,999,6,0,0
3393,939,999,1,0,30
3394,939,999,1,0,52
3395,939,999,0,0,0
3396,939,999,0,0,0
3397,939,999,0,0,0
3398,939,999,1,0,52
3399,795,999,0,0,0
3400,999,999,1,0,51
3401,996,999,1,0,52
3402,50,999,6,0,0
3403,939,999,6,0,0
3404,32,999,6,1,32
3405,32,999,6,0,0
3406,999,999,6,0,0
3407,999,999,6,0,0
3408,21,50,1,0,52
3409,32,22,6,1,0
3410,939,999,6,0,0
3411,32,22,1,0,12
3412,26,50,6,0,0
3413,32,999,1,0,52
3414,22,999,6,0,52
3415,22,999,0,0,0
3416,900,999,1,0,10
3417,999,999,1,0,52
3418,999,999,1,0,12
3419,999,999,0,0,0
3420,999,999,0,0,0
3421,999,999,0,0,0
3422,940,999,1,0,52
3423,939,999,1,0,51
3424,939,999,1,0,51
3425,939,999,0,0,0
3426,939,999,0,0,0
3427,939,999,0,0,0
3428,939,999,0,0,0
3429,22,999,1,0,42
3430,939,999,1,0,50
3431,939,999,1,0,52
3432,939,999,1,0,20
3433,939,999,1,0,52
3434,939,999,0,0,0
3435,939,999,6,0,0
3436,939,999,6,0,52
3437,939,999,6,0,0
3438,939,999,1,0,52
3439,939,999,1,0,52
3440,939,999,0,0,0
3441,939,999,0,0,0
3442,939,999,0,0,0
3443,900,999,1,0,40
3444,900,999,0,0,0
3445,900,999,1,0,50
3446,939,999,1,0,48
3447,939,999,6,0,0
3448,22,999,1,0,52
3449,22,999,6,0,0
3450,26,999,6,0,12
3451,939,999,6,0,0
3452,87,920,1,0,45
3453,32,50,1,0,52
3454,920,999,1,0,51
3455,999,999,0,0,0
3456,50,999,1,0,52
3457,82,32,6,0,0
3458,32,91,1,0,52
3459,82,91,0,0,0
3460,82,91,0,0,0
3461,97,999,1,0,50
3462,26,999,1,0,15
3463,22,999,1,0,52
3464,999,999,1,0,30
3465,999,999,6,0,8
3466,999,999,0,0,0
3467,900,999,1,0,52
3468,50,999,1,0,14
3469,50,999,1,0,48
3470,939,999,1,0,52
3471,22,97,1,0,40
3472,22,97,0,0,0
3473,939,999,1,0,52
3474,939,999,6,0,52
3475,999,999,6,0,0
3476,999,999,1,0,52
3477,999,999,0,0,0
3478,939,999,6,0,20
3479,50,999,1,0,52
3480,21,920,1,0,52
3481,920,50,1,0,52
3482,999,999,1,0,52
3483,32,50,1,0,50
3484,900,999,1,0,52
3485,900,999,3,0,0
3486,900,999,0,0,0
3487,900,999,0,0,0
3488,900,999,1,0,52
3489,900,999,1,0,29
3490,210,999,1,0,30
3491,999,999,1,0,52
3492,22,999,6,0,40
3493,939,999,6,0,0
3494,50,999,1,0,52
3495,900,999,6,0,4
3496,900,999,3,0,0
3497,939,999,1,0,42
3498,939,999,3,0,5
3499,939,999,1,0,52
3500,939,999,0,0,0
3501,88,51,1,0,52
3502,50,51,6,0,0
3503,88,51,0,0,0
3504,88,51,0,0,0
3505,88,51,0,0,0
3506,900,999,1,0,48
3507,900,999,1,0,49
3508,900,999,1,0,52
3509,82,935,1,0,52
3510,50,999,1,0,20
3511,32,999,6,1,0
3512,32,999,6,0,0
3513,32,999,1,0,52
3514,50,32,1,0,52
3515,32,999,1,0,52
3516,22,999,1,0,52
3517,32,999,0,0,0
3518,32,999,0,0,0
3519,32,999,0,0,0
3520,32,999,0,0,0
3521,900,999,3,0,52
3522,900,999,0,0,0
3523,900,999,1,0,52
3524,32,22,1,0,52
3525,999,999,2,0,48
3526,999,999,0,0,0
3527,999,999,1,0,52
3528,999,999,0,0,0
3529,999,999,1,0,36
3530,939,999,1,0,52
3531,50,999,3,0,52
3532,939,999,1,0,50
3533,142,999,1,0,52
3534,142,999,0,0,0
3535,900,999,1,0,46
3536,32,999,1,0,46
3537,939,999,6,0,0
3538,939,999,6,0,0
3539,900,999,1,0,51
3540,900,999,1,0,26
3541,900,999,0,0,0
3542,900,999,1,0,4
3543,26,22,1,0,52
3544,88,32,1,0,52
3545,50,999,1,0,46
3546,32,920,1,0,52
3547,50,999,1,0,52
3548,50,999,1,0,52
3549,88,999,1,0,48
3550,900,999,1,0,47
3551,900,999,1,0,24
3552,999,999,6,0,0
3553,999,999,1,0,52
3554,939,999,1,0,30
3555,939,999,0,0,0
3556,939,999,0,0,0
3557,87,999,1,0,52
3558,22,999,1,0,52
3559,32,50,1,0,52
3560,939,999,1,0,52
3561,939,999,1,0,52
3562,50,999,1,0,52
3563,50,22,6,0,0
3564,22,999,6,0,0
3565,50,999,6,0,0
3566,32,22,1,0,52
3567,999,999,1,0,52
3568,50,22,1,0,35
3569,50,999,1,0,42
3570,32,999,1,0,0
3571,3,999,6,1,40
3572,3,50,1,0,5
3573,32,999,1,0,52
3574,32,999,0,0,0
3575,88,999,6,0,0
3576,11,999,1,1,52
3577,32,999,3,0,0
3578,11,32,1,0,52
3579,939,999,1,0,52
3580,939,999,6,0,50
3581,26,999,6,0,0
3582,50,999,1,0,50
3583,26,999,3,0,49
3584,22,999,1,0,52
3585,50,999,1,0,48
3586,50,999,1,0,52
3587,22,920,1,0,52
3588,22,920,1,0,52
3589,22,26,1,1,52
3590,22,999,1,0,52
3591,920,22,1,0,52
3592,22,999,1,0,52
3593,32,999,1,0,52
3594,999,999,1,0,52
3595,999,999,0,0,0
3596,939,999,6,0,0
3597,939,999,6,0,0
3598,231,999,1,0,52
3599,231,999,1,0,52
3600,231,999,6,0,20
3601,231,999,6,0,20
3602,144,999,6,0,0
3603,142,999,6,1,3
3604,939,999,1,0,52
3605,939,999,1,0,42
3606,939,999,0,0,0
3607,939,999,0,0,0
3608,32,22,1,0,52
3609,32,22,1,0,52
3610,32,22,3,0,32
3611,22,50,1,0,52
3612,22,999,6,0,0
3613,22,999,6,0,12
3614,22,999,6,0,12
3615,142,999,1,0,52
3616,50,999,6,0,0
3617,142,50,6,0,20
3618,142,50,6,0,5
3619,142,50,6,0,0
3620,142,999,0,0,0
3621,22,999,6,0,0
3622,22,999,1,0,52
3623,22,999,0,0,0
3624,22,999,0,0,0
3625,32,142,1,0,30
3626,22,920,1,0,50
3627,50,999,1,0,52
3628,50,51,0,0,0
3629,50,999,1,0,52
3630,88,999,1,0,52
3631,22,999,1,0,52
3632,920,999,1,0,48
3633,32,22,1,1,52
3634,88,920,6,0,0
3635,32,22,1,0,48
3636,97,999,1,0,52
3637,11,999,1,0,40
3638,88,999,1,0,52
3639,22,999,1,0,37
3640,22,999,6,0,0
3641,22,32,1,1,6
3642,87,999,6,0,6
3643,22,50,6,0,0
3644,50,26,1,0,52
3645,50,999,1,0,52
3646,22,89,1,0,52
3647,87,999,1,0,52
3648,87,999,6,1,0
3649,32,999,6,0,0
3650,22,32,1,0,52
3651,22,999,1,0,52
3652,22,999,3,0,26
3653,97,32,1,0,52
3654,22,50,6,0,0
3655,22,999,1,0,45
3656,999,999,1,0,52
3657,999,999,0,0,0
3658,999,999,0,0,0
3659,999,999,0,0,0
3660,20,22,1,0,30
3661,22,920,1,0,30
3662,11,26,1,0,52
3663,11,32,1,0,52
3664,11,32,1,0,35
3665,22,32,1,0,52
3666,50,32,6,0,0
3667,22,32,0,0,0
3668,22,32,0,0,0
3669,32,999,1,0,50
3670,32,999,6,0,0
3671,32,999,0,0,0
3672,32,999,0,0,0
3673,32,999,0,0,0
3674,22,232,1,0,52
3675,22,999,3,0,42
3676,171,999,1,0,52
3677,999,999,1,0,52
3678,290,999,6,0,0
3679,32,50,6,0,4
3680,290,999,0,0,0
3681,421,999,1,0,52
3682,22,32,6,0,20
3683,421,999,0,0,0
3684,87,999,1,0,52
3685,87,999,0,0,0
3686,87,999,0,0,0
3687,22,999,6,0,0
3688,50,999,1,0,52
3689,22,32,1,0,52
3690,87,999,1,0,52
3691,32,22,6,0,12
3692,939,999,3,0,8
3693,87,999,6,0,30
3694,32,21,1,0,50
3695,50,32,1,0,40
3696,50,32,1,0,52
3697,50,32,0,0,0
3698,88,22,6,1,45
3699,939,999,6,0,0
3700,22,999,1,0,52
3701,32,999,1,0,52
3702,87,22,1,0,52
3703,153,142,1,0,49
3704,999,999,0,0,0
3705,50,999,6,0,0
3706,32,50,1,0,52
3707,87,999,1,0,52
3708,87,999,6,0,0
3709,87,21,6,1,52
3710,32,50,1,0,52
3711,50,999,6,0,0
3712,32,50,0,0,0
3713,32,50,0,0,0
3714,32,50,1,0,14
3715,32,50,1,0,44
3716,32,999,1,0,52
3717,22,999,6,1,0
3718,32,50,1,0,52
3719,22,935,6,0,0
3720,22,88,1,0,52
3721,22,26,1,0,52
3722,22,26,0,0,0
3723,291,999,1,0,52
3724,11,50,1,0,0
3725,87,999,1,0,52
3726,87,999,1,0,37
3727,87,999,0,0,0
3728,87,999,0,0,0
3729,22,97,1,0,52
3730,22,97,3,0,0
3731,939,999,1,0,52
3732,939,999,0,0,0
3733,939,999,0,0,0
3734,51,50,1,0,52
3735,50,21,1,0,52
3736,32,50,1,0,52
3737,50,999,1,0,52
3738,50,142,3,0,4
3739,50,999,0,0,0
3740,50,999,0,0,0
3741,271,999,1,0,52
3742,271,999,6,0,12
3743,271,999,0,0,0
3744,50,22,1,0,52
3745,22,999,1,0,52
3746,939,999,1,0,49
3747,939,999,0,0,0
3748,999,999,1,0,51
3749,999,999,1,0,51
3750,999,999,0,0,0
3751,999,999,0,0,0
3752,50,920,1,0,30
3753,22,920,1,0,40
3754,750,999,0,0,0
3755,142,999,0,0,0
3756,50,999,1,0,52
3757,87,920,3,0,6
3758,87,920,1,0,33
3759,999,999,1,0,52
3760,999,999,6,0,0
3761,706,999,1,0,52
3762,706,999,6,0,0
3763,706,999,0,0,0
3764,706,999,0,0,0
3765,26,999,4,0,52
3766,920,999,1,0,52
3767,32,98,1,0,52
3768,49,82,1,0,52
3769,82,32,1,0,50
3770,32,98,0,0,0
3771,22,999,3,0,25
3772,32,82,1,0,52
3773,50,32,6,0,0
3774,939,999,0,0,0
3775,939,999,0,0,0
