household_type,income_group,year,means_tested_transfers,medicaid_and_chip,snap,ssi,other_transfers
hh_with_children,all_quintiles,1989,2800.0,1000.0,500.0,200.0,1200.0
hh_with_children,all_quintiles,1990,3300.0,1200.0,500.0,300.0,1300.0
hh_with_children,all_quintiles,1991,3600.0,1400.0,700.0,300.0,1300.0
hh_with_children,all_quintiles,1992,4000.0,1600.0,700.0,400.0,1300.0
hh_with_children,all_quintiles,1993,4200.0,1700.0,700.0,400.0,1400.0
hh_with_children,all_quintiles,1994,4200.0,1700.0,700.0,400.0,1400.0
hh_with_children,all_quintiles,1995,4300.0,1800.0,700.0,500.0,1400.0
hh_with_children,all_quintiles,1996,4100.0,1700.0,600.0,500.0,1200.0
hh_with_children,all_quintiles,1997,3700.0,1700.0,500.0,400.0,1100.0
hh_with_children,all_quintiles,1998,3900.0,2000.0,500.0,400.0,1000.0
hh_with_children,all_quintiles,1999,3800.0,2100.0,400.0,400.0,900.0
hh_with_children,all_quintiles,2000,3900.0,2300.0,400.0,400.0,800.0
hh_with_children,all_quintiles,2001,4200.0,2600.0,400.0,400.0,800.0
hh_with_children,all_quintiles,2002,4700.0,3000.0,500.0,400.0,800.0
hh_with_children,all_quintiles,2003,5100.0,3300.0,500.0,400.0,900.0
hh_with_children,all_quintiles,2004,5300.0,3500.0,600.0,400.0,800.0
hh_with_children,all_quintiles,2005,5400.0,3500.0,600.0,400.0,800.0
hh_with_children,all_quintiles,2006,5300.0,3400.0,600.0,400.0,800.0
hh_with_children,all_quintiles,2007,5600.0,3600.0,700.0,400.0,800.0
hh_with_children,all_quintiles,2008,5900.0,3900.0,800.0,400.0,900.0
hh_with_children,all_quintiles,2009,6800.0,4300.0,1100.0,500.0,900.0
hh_with_children,all_quintiles,2010,7200.0,4400.0,1300.0,500.0,1000.0
hh_with_children,all_quintiles,2011,7100.0,4300.0,1300.0,500.0,1000.0
hh_with_children,all_quintiles,2012,7100.0,4400.0,1300.0,500.0,900.0
hh_with_children,all_quintiles,2013,7400.0,4700.0,1300.0,500.0,900.0
hh_with_children,all_quintiles,2014,8700.0,6100.0,1100.0,500.0,1000.0
hh_with_children,all_quintiles,2015,9600.0,7000.0,1100.0,500.0,1000.0
hh_with_children,all_quintiles,2016,9800.0,7300.0,1000.0,500.0,1000.0
hh_with_children,lowest_quintile,1979,10200.0,2700.0,2100.0,700.0,4700.0
hh_with_children,lowest_quintile,1980,10100.0,2600.0,2200.0,800.0,4500.0
hh_with_children,lowest_quintile,1981,10100.0,2500.0,2300.0,600.0,4600.0
hh_with_children,lowest_quintile,1982,10000.0,2500.0,2100.0,700.0,4700.0
hh_with_children,lowest_quintile,1983,10300.0,2600.0,2200.0,600.0,4900.0
hh_with_children,lowest_quintile,1984,9800.0,2500.0,2000.0,700.0,4700.0
hh_with_children,lowest_quintile,1985,10100.0,2600.0,1900.0,700.0,4800.0
hh_with_children,lowest_quintile,1986,10100.0,2800.0,1900.0,700.0,4800.0
hh_with_children,lowest_quintile,1987,10800.0,3200.0,1900.0,800.0,4800.0
hh_with_children,lowest_quintile,1988,10700.0,3300.0,1900.0,800.0,4700.0
hh_with_children,lowest_quintile,1989,11200.0,3600.0,2000.0,800.0,4800.0
hh_with_children,lowest_quintile,1990,12800.0,4400.0,2300.0,900.0,5200.0
hh_with_children,lowest_quintile,1991,13500.0,4900.0,2500.0,900.0,5300.0
hh_with_children,lowest_quintile,1992,14100.0,5400.0,2600.0,1200.0,5000.0
hh_with_children,lowest_quintile,1993,15300.0,5900.0,2600.0,1300.0,5500.0
hh_with_children,lowest_quintile,1994,15400.0,5700.0,2700.0,1500.0,5500.0
hh_with_children,lowest_quintile,1995,15500.0,5900.0,2600.0,1500.0,5500.0
hh_with_children,lowest_quintile,1996,14100.0,5600.0,2300.0,1500.0,4700.0
hh_with_children,lowest_quintile,1997,12900.0,5500.0,1900.0,1500.0,4000.0
hh_with_children,lowest_quintile,1998,12900.0,6000.0,1800.0,1400.0,3800.0
hh_with_children,lowest_quintile,1999,12800.0,6300.0,1600.0,1300.0,3500.0
hh_with_children,lowest_quintile,2000,12200.0,6600.0,1400.0,1300.0,2900.0
hh_with_children,lowest_quintile,2001,12800.0,7100.0,1500.0,1300.0,2800.0
hh_with_children,lowest_quintile,2002,14100.0,8100.0,1700.0,1300.0,3000.0
hh_with_children,lowest_quintile,2003,15000.0,8700.0,1900.0,1300.0,3100.0
hh_with_children,lowest_quintile,2004,15600.0,9100.0,2100.0,1300.0,3000.0
hh_with_children,lowest_quintile,2005,15700.0,9000.0,2200.0,1400.0,3100.0
hh_with_children,lowest_quintile,2006,15100.0,8700.0,2200.0,1200.0,2900.0
hh_with_children,lowest_quintile,2007,15800.0,9100.0,2300.0,1400.0,2900.0
hh_with_children,lowest_quintile,2008,16600.0,9700.0,2600.0,1300.0,3000.0
hh_with_children,lowest_quintile,2009,18300.0,10200.0,3500.0,1500.0,3200.0
hh_with_children,lowest_quintile,2010,18900.0,10400.0,3700.0,1500.0,3400.0
hh_with_children,lowest_quintile,2011,18700.0,10000.0,3900.0,1500.0,3400.0
hh_with_children,lowest_quintile,2012,18600.0,10200.0,3900.0,1500.0,3100.0
hh_with_children,lowest_quintile,2013,19300.0,10900.0,3700.0,1600.0,3000.0
hh_with_children,lowest_quintile,2014,22000.0,14100.0,3400.0,1500.0,3000.0
hh_with_children,lowest_quintile,2015,23100.0,15100.0,3400.0,1500.0,3000.0
hh_with_children,lowest_quintile,2016,23800.0,15800.0,3300.0,1500.0,3200.0
hh_with_children,second_quintile,1979,1800.0,500.0,400.0,100.0,800.0
hh_with_children,second_quintile,1980,2100.0,600.0,500.0,100.0,900.0
hh_with_children,second_quintile,1981,2200.0,600.0,600.0,100.0,900.0
hh_with_children,second_quintile,1982,2100.0,600.0,500.0,100.0,900.0
hh_with_children,second_quintile,1983,1800.0,500.0,400.0,100.0,700.0
hh_with_children,second_quintile,1984,2000.0,600.0,400.0,100.0,900.0
hh_with_children,second_quintile,1985,1800.0,500.0,400.0,100.0,800.0
hh_with_children,second_quintile,1986,1900.0,600.0,400.0,100.0,800.0
hh_with_children,second_quintile,1987,1600.0,600.0,200.0,100.0,700.0
hh_with_children,second_quintile,1988,1600.0,600.0,300.0,100.0,700.0
hh_with_children,second_quintile,1989,2000.0,700.0,300.0,200.0,700.0
hh_with_children,second_quintile,1990,2300.0,900.0,400.0,200.0,800.0
hh_with_children,second_quintile,1991,3000.0,1200.0,600.0,200.0,900.0
hh_with_children,second_quintile,1992,3700.0,1600.0,700.0,400.0,1000.0
hh_with_children,second_quintile,1993,4100.0,1800.0,700.0,400.0,1100.0
hh_with_children,second_quintile,1994,4000.0,1800.0,700.0,400.0,1100.0
hh_with_children,second_quintile,1995,4000.0,1900.0,700.0,500.0,1000.0
hh_with_children,second_quintile,1996,3900.0,1800.0,700.0,400.0,1000.0
hh_with_children,second_quintile,1997,3900.0,1900.0,600.0,400.0,1000.0
hh_with_children,second_quintile,1998,4300.0,2400.0,500.0,400.0,900.0
hh_with_children,second_quintile,1999,4200.0,2600.0,400.0,400.0,800.0
hh_with_children,second_quintile,2000,4400.0,2900.0,400.0,300.0,800.0
hh_with_children,second_quintile,2001,4900.0,3400.0,400.0,400.0,800.0
hh_with_children,second_quintile,2002,5900.0,4000.0,500.0,400.0,900.0
hh_with_children,second_quintile,2003,6500.0,4500.0,600.0,400.0,900.0
hh_with_children,second_quintile,2004,7000.0,4900.0,800.0,400.0,900.0
hh_with_children,second_quintile,2005,6900.0,4800.0,800.0,400.0,800.0
hh_with_children,second_quintile,2006,6700.0,4700.0,800.0,400.0,800.0
hh_with_children,second_quintile,2007,6800.0,4900.0,700.0,400.0,800.0
hh_with_children,second_quintile,2008,8000.0,5500.0,1000.0,500.0,1000.0
hh_with_children,second_quintile,2009,9300.0,6100.0,1600.0,500.0,1000.0
hh_with_children,second_quintile,2010,10100.0,6500.0,1900.0,500.0,1200.0
hh_with_children,second_quintile,2011,10100.0,6300.0,2100.0,500.0,1200.0
hh_with_children,second_quintile,2012,9900.0,6300.0,2000.0,500.0,1100.0
hh_with_children,second_quintile,2013,10500.0,7000.0,1900.0,500.0,1100.0
hh_with_children,second_quintile,2014,12200.0,8900.0,1600.0,500.0,1100.0
hh_with_children,second_quintile,2015,13900.0,10500.0,1700.0,600.0,1200.0
hh_with_children,second_quintile,2016,14000.0,10900.0,1500.0,600.0,1200.0
hh_with_children,middle_quintile,1979,600.0,200.0,100.0,0.0,300.0
hh_with_children,middle_quintile,1980,700.0,200.0,100.0,100.0,300.0
hh_with_children,middle_quintile,1981,600.0,200.0,100.0,100.0,300.0
hh_with_children,middle_quintile,1982,500.0,100.0,100.0,0.0,200.0
hh_with_children,middle_quintile,1983,500.0,100.0,100.0,0.0,200.0
hh_with_children,middle_quintile,1984,600.0,200.0,100.0,100.0,300.0
hh_with_children,middle_quintile,1985,500.0,200.0,100.0,100.0,200.0
hh_with_children,middle_quintile,1986,500.0,200.0,100.0,100.0,200.0
hh_with_children,middle_quintile,1987,500.0,200.0,0.0,100.0,200.0
hh_with_children,middle_quintile,1988,600.0,200.0,100.0,100.0,200.0
hh_with_children,middle_quintile,1989,500.0,200.0,100.0,100.0,200.0
hh_with_children,middle_quintile,1990,700.0,300.0,100.0,100.0,200.0
hh_with_children,middle_quintile,1991,900.0,400.0,100.0,100.0,300.0
hh_with_children,middle_quintile,1992,1200.0,600.0,200.0,100.0,300.0
hh_with_children,middle_quintile,1993,1300.0,600.0,200.0,200.0,400.0
hh_with_children,middle_quintile,1994,1300.0,600.0,200.0,100.0,300.0
hh_with_children,middle_quintile,1995,1500.0,700.0,200.0,200.0,400.0
hh_with_children,middle_quintile,1996,1300.0,600.0,200.0,200.0,300.0
hh_with_children,middle_quintile,1997,1200.0,600.0,100.0,200.0,200.0
hh_with_children,middle_quintile,1998,1300.0,800.0,100.0,200.0,200.0
hh_with_children,middle_quintile,1999,1600.0,1000.0,100.0,200.0,200.0
hh_with_children,middle_quintile,2000,1700.0,1200.0,100.0,200.0,200.0
hh_with_children,middle_quintile,2001,1900.0,1400.0,100.0,200.0,200.0
hh_with_children,middle_quintile,2002,2300.0,1800.0,100.0,200.0,200.0
hh_with_children,middle_quintile,2003,2600.0,2000.0,100.0,200.0,300.0
hh_with_children,middle_quintile,2004,2800.0,2200.0,200.0,200.0,200.0
hh_with_children,middle_quintile,2005,2700.0,2100.0,200.0,200.0,200.0
hh_with_children,middle_quintile,2006,2600.0,2100.0,100.0,200.0,200.0
hh_with_children,middle_quintile,2007,2900.0,2200.0,200.0,200.0,300.0
hh_with_children,middle_quintile,2008,3200.0,2500.0,200.0,200.0,300.0
hh_with_children,middle_quintile,2009,4100.0,3100.0,400.0,300.0,300.0
hh_with_children,middle_quintile,2010,4400.0,3200.0,500.0,200.0,400.0
hh_with_children,middle_quintile,2011,4500.0,3200.0,600.0,300.0,400.0
hh_with_children,middle_quintile,2012,4500.0,3300.0,600.0,200.0,400.0
hh_with_children,middle_quintile,2013,4800.0,3600.0,600.0,300.0,400.0
hh_with_children,middle_quintile,2014,5700.0,4600.0,500.0,300.0,400.0
hh_with_children,middle_quintile,2015,6700.0,5600.0,500.0,300.0,400.0
hh_with_children,middle_quintile,2016,6900.0,5800.0,400.0,200.0,500.0
hh_with_children,fourth_quintile,1979,400.0,100.0,0.0,0.0,200.0
hh_with_children,fourth_quintile,1980,300.0,100.0,0.0,0.0,200.0
hh_with_children,fourth_quintile,1981,300.0,100.0,0.0,0.0,200.0
hh_with_children,fourth_quintile,1982,300.0,100.0,0.0,0.0,100.0
hh_with_children,fourth_quintile,1983,200.0,100.0,0.0,0.0,100.0
hh_with_children,fourth_quintile,1984,300.0,100.0,0.0,0.0,100.0
hh_with_children,fourth_quintile,1985,300.0,100.0,0.0,0.0,100.0
hh_with_children,fourth_quintile,1986,300.0,100.0,0.0,0.0,200.0
hh_with_children,fourth_quintile,1987,300.0,100.0,0.0,0.0,100.0
hh_with_children,fourth_quintile,1988,300.0,100.0,0.0,0.0,100.0
hh_with_children,fourth_quintile,1989,300.0,100.0,0.0,0.0,100.0
hh_with_children,fourth_quintile,1990,400.0,200.0,0.0,100.0,100.0
hh_with_children,fourth_quintile,1991,500.0,200.0,0.0,100.0,100.0
hh_with_children,fourth_quintile,1992,600.0,300.0,100.0,100.0,200.0
hh_with_children,fourth_quintile,1993,500.0,300.0,0.0,100.0,100.0
hh_with_children,fourth_quintile,1994,600.0,300.0,100.0,100.0,200.0
hh_with_children,fourth_quintile,1995,600.0,300.0,100.0,100.0,200.0
hh_with_children,fourth_quintile,1996,600.0,300.0,0.0,100.0,100.0
hh_with_children,fourth_quintile,1997,600.0,400.0,0.0,100.0,100.0
hh_with_children,fourth_quintile,1998,600.0,400.0,0.0,100.0,100.0
hh_with_children,fourth_quintile,1999,700.0,500.0,0.0,100.0,100.0
hh_with_children,fourth_quintile,2000,800.0,600.0,0.0,100.0,100.0
hh_with_children,fourth_quintile,2001,800.0,600.0,0.0,100.0,100.0
hh_with_children,fourth_quintile,2002,900.0,700.0,0.0,100.0,100.0
hh_with_children,fourth_quintile,2003,1100.0,900.0,0.0,100.0,100.0
hh_with_children,fourth_quintile,2004,1200.0,900.0,0.0,100.0,100.0
hh_with_children,fourth_quintile,2005,1200.0,900.0,0.0,100.0,100.0
hh_with_children,fourth_quintile,2006,1200.0,1000.0,0.0,100.0,100.0
hh_with_children,fourth_quintile,2007,1300.0,1000.0,0.0,100.0,100.0
hh_with_children,fourth_quintile,2008,1400.0,1100.0,100.0,100.0,100.0
hh_with_children,fourth_quintile,2009,1800.0,1400.0,100.0,100.0,100.0
hh_with_children,fourth_quintile,2010,1900.0,1500.0,200.0,100.0,100.0
hh_with_children,fourth_quintile,2011,1800.0,1400.0,100.0,100.0,100.0
hh_with_children,fourth_quintile,2012,1800.0,1400.0,100.0,100.0,200.0
hh_with_children,fourth_quintile,2013,1900.0,1400.0,100.0,100.0,200.0
hh_with_children,fourth_quintile,2014,2600.0,2100.0,200.0,100.0,200.0
hh_with_children,fourth_quintile,2015,2800.0,2300.0,200.0,100.0,200.0
hh_with_children,fourth_quintile,2016,3200.0,2600.0,200.0,100.0,200.0
hh_with_children,highest_quintile,1979,300.0,100.0,0.0,0.0,200.0
hh_with_children,highest_quintile,1980,300.0,100.0,0.0,0.0,200.0
hh_with_children,highest_quintile,1981,200.0,100.0,0.0,0.0,100.0
hh_with_children,highest_quintile,1982,200.0,100.0,0.0,0.0,100.0
hh_with_children,highest_quintile,1983,200.0,0.0,0.0,0.0,100.0
hh_with_children,highest_quintile,1984,200.0,100.0,0.0,0.0,100.0
hh_with_children,highest_quintile,1985,200.0,100.0,0.0,0.0,100.0
hh_with_children,highest_quintile,1986,200.0,0.0,0.0,0.0,100.0
hh_with_children,highest_quintile,1987,200.0,100.0,0.0,0.0,100.0
hh_with_children,highest_quintile,1988,200.0,100.0,0.0,0.0,100.0
hh_with_children,highest_quintile,1989,300.0,100.0,0.0,0.0,100.0
hh_with_children,highest_quintile,1990,300.0,100.0,0.0,0.0,100.0
hh_with_children,highest_quintile,1991,400.0,200.0,0.0,0.0,200.0
hh_with_children,highest_quintile,1992,400.0,200.0,0.0,100.0,100.0
hh_with_children,highest_quintile,1993,400.0,200.0,0.0,100.0,100.0
hh_with_children,highest_quintile,1994,400.0,200.0,0.0,100.0,100.0
hh_with_children,highest_quintile,1995,500.0,300.0,0.0,100.0,100.0
hh_with_children,highest_quintile,1996,400.0,200.0,0.0,0.0,100.0
hh_with_children,highest_quintile,1997,300.0,200.0,0.0,100.0,100.0
hh_with_children,highest_quintile,1998,400.0,200.0,0.0,0.0,100.0
hh_with_children,highest_quintile,1999,400.0,200.0,0.0,100.0,100.0
hh_with_children,highest_quintile,2000,500.0,300.0,0.0,0.0,100.0
hh_with_children,highest_quintile,2001,500.0,400.0,0.0,100.0,100.0
hh_with_children,highest_quintile,2002,600.0,400.0,0.0,100.0,100.0
hh_with_children,highest_quintile,2003,600.0,500.0,0.0,0.0,100.0
hh_with_children,highest_quintile,2004,700.0,500.0,0.0,100.0,100.0
hh_with_children,highest_quintile,2005,700.0,500.0,0.0,100.0,100.0
hh_with_children,highest_quintile,2006,700.0,500.0,0.0,100.0,100.0
hh_with_children,highest_quintile,2007,800.0,600.0,0.0,100.0,100.0
hh_with_children,highest_quintile,2008,900.0,700.0,0.0,100.0,100.0
hh_with_children,highest_quintile,2009,1000.0,800.0,100.0,100.0,100.0
hh_with_children,highest_quintile,2010,1000.0,700.0,100.0,100.0,100.0
hh_with_children,highest_quintile,2011,900.0,700.0,0.0,100.0,100.0
hh_with_children,highest_quintile,2012,900.0,700.0,0.0,100.0,100.0
hh_with_children,highest_quintile,2013,800.0,600.0,0.0,0.0,100.0
hh_with_children,highest_quintile,2014,1200.0,1000.0,100.0,0.0,100.0
hh_with_children,highest_quintile,2015,1500.0,1200.0,100.0,100.0,100.0
hh_with_children,highest_quintile,2016,1600.0,1300.0,100.0,100.0,100.0
hh_with_children,percentiles_81_90,1979,300.0,100.0,0.0,0.0,200.0
hh_with_children,percentiles_81_90,1980,300.0,100.0,0.0,0.0,200.0
hh_with_children,percentiles_81_90,1981,200.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_81_90,1982,200.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_81_90,1983,200.0,0.0,0.0,0.0,100.0
hh_with_children,percentiles_81_90,1984,200.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_81_90,1985,200.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_81_90,1986,200.0,0.0,0.0,0.0,100.0
hh_with_children,percentiles_81_90,1987,200.0,0.0,0.0,0.0,100.0
hh_with_children,percentiles_81_90,1988,200.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_81_90,1989,300.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_81_90,1990,300.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_81_90,1991,400.0,200.0,0.0,0.0,200.0
hh_with_children,percentiles_81_90,1992,400.0,200.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,1993,400.0,200.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,1994,400.0,200.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,1995,500.0,300.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,1996,400.0,200.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,1997,300.0,200.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,1998,400.0,200.0,0.0,0.0,100.0
hh_with_children,percentiles_81_90,1999,400.0,200.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,2000,600.0,400.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,2001,500.0,400.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,2002,600.0,400.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,2003,600.0,500.0,0.0,0.0,100.0
hh_with_children,percentiles_81_90,2004,800.0,600.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,2005,700.0,600.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,2006,700.0,600.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,2007,800.0,600.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,2008,900.0,700.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,2009,1100.0,800.0,100.0,100.0,100.0
hh_with_children,percentiles_81_90,2010,1100.0,800.0,100.0,100.0,100.0
hh_with_children,percentiles_81_90,2011,1000.0,800.0,100.0,100.0,100.0
hh_with_children,percentiles_81_90,2012,900.0,700.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,2013,900.0,700.0,0.0,100.0,100.0
hh_with_children,percentiles_81_90,2014,1300.0,1100.0,100.0,0.0,100.0
hh_with_children,percentiles_81_90,2015,1500.0,1200.0,100.0,100.0,100.0
hh_with_children,percentiles_81_90,2016,1700.0,1400.0,100.0,100.0,200.0
hh_with_children,percentiles_91_95,1979,200.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,1980,300.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,1981,200.0,0.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,1982,200.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,1983,200.0,0.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,1984,200.0,0.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,1985,200.0,0.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,1986,100.0,0.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,1987,200.0,0.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,1988,200.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,1989,200.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,1990,200.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,1991,300.0,100.0,0.0,0.0,200.0
hh_with_children,percentiles_91_95,1992,400.0,200.0,0.0,100.0,100.0
hh_with_children,percentiles_91_95,1993,300.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,1994,400.0,200.0,0.0,100.0,100.0
hh_with_children,percentiles_91_95,1995,400.0,300.0,0.0,100.0,100.0
hh_with_children,percentiles_91_95,1996,300.0,200.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,1997,300.0,100.0,0.0,100.0,100.0
hh_with_children,percentiles_91_95,1998,300.0,200.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,1999,300.0,200.0,0.0,100.0,100.0
hh_with_children,percentiles_91_95,2000,400.0,300.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,2001,500.0,300.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,2002,600.0,400.0,0.0,100.0,100.0
hh_with_children,percentiles_91_95,2003,600.0,400.0,0.0,100.0,100.0
hh_with_children,percentiles_91_95,2004,700.0,500.0,0.0,100.0,100.0
hh_with_children,percentiles_91_95,2005,700.0,500.0,0.0,100.0,100.0
hh_with_children,percentiles_91_95,2006,600.0,400.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,2007,700.0,600.0,0.0,100.0,100.0
hh_with_children,percentiles_91_95,2008,900.0,700.0,0.0,100.0,100.0
hh_with_children,percentiles_91_95,2009,1000.0,800.0,0.0,100.0,100.0
hh_with_children,percentiles_91_95,2010,800.0,600.0,0.0,100.0,100.0
hh_with_children,percentiles_91_95,2011,700.0,600.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,2012,700.0,600.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,2013,700.0,500.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,2014,1100.0,900.0,0.0,0.0,100.0
hh_with_children,percentiles_91_95,2015,1500.0,1200.0,100.0,100.0,100.0
hh_with_children,percentiles_91_95,2016,1500.0,1300.0,0.0,100.0,100.0
hh_with_children,percentiles_96_99,1979,300.0,100.0,0.0,0.0,200.0
hh_with_children,percentiles_96_99,1980,200.0,100.0,0.0,0.0,200.0
hh_with_children,percentiles_96_99,1981,300.0,100.0,0.0,0.0,200.0
hh_with_children,percentiles_96_99,1982,200.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,1983,200.0,0.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,1984,200.0,0.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,1985,300.0,100.0,0.0,0.0,200.0
hh_with_children,percentiles_96_99,1986,300.0,100.0,0.0,0.0,200.0
hh_with_children,percentiles_96_99,1987,300.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,1988,200.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,1989,200.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,1990,300.0,100.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,1991,500.0,200.0,0.0,0.0,200.0
hh_with_children,percentiles_96_99,1992,300.0,200.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,1993,400.0,200.0,0.0,100.0,100.0
hh_with_children,percentiles_96_99,1994,500.0,300.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,1995,500.0,300.0,0.0,100.0,100.0
hh_with_children,percentiles_96_99,1996,300.0,200.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,1997,400.0,200.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,1998,400.0,200.0,0.0,100.0,100.0
hh_with_children,percentiles_96_99,1999,300.0,200.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,2000,400.0,300.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,2001,600.0,400.0,0.0,100.0,100.0
hh_with_children,percentiles_96_99,2002,600.0,400.0,0.0,100.0,100.0
hh_with_children,percentiles_96_99,2003,600.0,500.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,2004,500.0,400.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,2005,800.0,500.0,0.0,100.0,100.0
hh_with_children,percentiles_96_99,2006,600.0,500.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,2007,800.0,600.0,0.0,100.0,100.0
hh_with_children,percentiles_96_99,2008,800.0,600.0,0.0,100.0,100.0
hh_with_children,percentiles_96_99,2009,800.0,600.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,2010,800.0,600.0,100.0,100.0,100.0
hh_with_children,percentiles_96_99,2011,900.0,700.0,0.0,100.0,100.0
hh_with_children,percentiles_96_99,2012,800.0,600.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,2013,700.0,600.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,2014,1000.0,800.0,0.0,0.0,100.0
hh_with_children,percentiles_96_99,2015,1400.0,1100.0,0.0,100.0,100.0
hh_with_children,percentiles_96_99,2016,1400.0,1100.0,0.0,0.0,100.0
hh_with_children,top_1_percent,1979,400.0,100.0,100.0,0.0,300.0
hh_with_children,top_1_percent,1980,500.0,100.0,100.0,0.0,300.0
hh_with_children,top_1_percent,1981,500.0,200.0,100.0,0.0,300.0
hh_with_children,top_1_percent,1982,400.0,200.0,0.0,0.0,200.0
hh_with_children,top_1_percent,1983,600.0,200.0,100.0,0.0,300.0
hh_with_children,top_1_percent,1984,500.0,200.0,100.0,0.0,200.0
hh_with_children,top_1_percent,1985,700.0,200.0,100.0,0.0,300.0
hh_with_children,top_1_percent,1986,700.0,200.0,100.0,100.0,300.0
hh_with_children,top_1_percent,1987,600.0,200.0,100.0,100.0,200.0
hh_with_children,top_1_percent,1988,300.0,100.0,100.0,0.0,100.0
hh_with_children,top_1_percent,1989,500.0,200.0,0.0,100.0,200.0
hh_with_children,top_1_percent,1990,400.0,200.0,100.0,0.0,200.0
hh_with_children,top_1_percent,1991,700.0,300.0,100.0,100.0,200.0
hh_with_children,top_1_percent,1992,400.0,200.0,0.0,0.0,100.0
hh_with_children,top_1_percent,1993,700.0,300.0,100.0,100.0,200.0
hh_with_children,top_1_percent,1994,500.0,300.0,0.0,100.0,100.0
hh_with_children,top_1_percent,1995,1000.0,600.0,100.0,100.0,200.0
hh_with_children,top_1_percent,1996,400.0,200.0,0.0,0.0,100.0
hh_with_children,top_1_percent,1997,300.0,200.0,0.0,0.0,100.0
hh_with_children,top_1_percent,1998,400.0,300.0,0.0,100.0,100.0
hh_with_children,top_1_percent,1999,700.0,400.0,0.0,100.0,100.0
hh_with_children,top_1_percent,2000,300.0,100.0,0.0,0.0,100.0
hh_with_children,top_1_percent,2001,800.0,500.0,0.0,100.0,100.0
hh_with_children,top_1_percent,2002,900.0,600.0,0.0,100.0,200.0
hh_with_children,top_1_percent,2003,700.0,500.0,0.0,100.0,100.0
hh_with_children,top_1_percent,2004,600.0,500.0,0.0,0.0,100.0
